text,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,category,stance
بكره موعد لقاح امي للكورونا والحامي رب العالمين طبعا سألت اكثر شخص وانا مقتنع بالموضوع وجده صاحبي اخذته اسبوع وامورها طيبه والحمد لله,0,0,0,0,0,1,0,1,0,0,0,7,1
بدء تلقي اول ابره لقاح بالأمس تولد لدينا شعور بعوده الحياه الطبيعيه جديد,0,0,0,0,0,0,0,1,0,0,0,7,1
طؤبرني معليش فيك تحكينا بمؤامره اللي بدو يفو شريحه صغيره جسمك يقدر يتحكم فيك ويسحب معلومات عنك تعمل لقاح كورونا وانت يومين عامل شروط واتساب الجداد بلا تقراهن هودي ال التانيين اللي عاملن حكينا بال,0,0,0,0,0,1,0,1,0,0,0,7,1
للمعلوميه حصول السفير الأمريكي المملكه لقاح كورونا اكد السفير اذا مكان امن للوقايه كورونا العالم فهو المملكه العربيه السعوديه,0,0,0,0,0,1,0,1,0,0,0,1,1
فرحه سعودي يتلقى لقاح كورونا والسبب ان ابنته تعطيه التطعيم,0,0,0,0,0,1,1,1,0,0,1,7,1
وهاب يعلن تلقيه لقاح كورونا دبي اعرف يمنع لبنان الإستعجال الحصول,0,0,0,0,0,1,0,1,0,0,0,1,1
الحمدلله وبفضله تم اخذ الجرعه الثانيه لقاح كورونا الأولى الرياض الثانيه الظهران تنافس رائع وجميل احسن استقبال وأفضل خدمه وأجمل تنظيم اقول الحمدلله نعمه السعوديه العظمى,0,0,0,0,0,1,0,1,0,0,0,7,1
لقاح السم لهالسلطه كامله قضاء وقدر الوقت,0,0,0,0,0,0,0,1,0,0,0,8,0
قرار رفض اللقاحات المشكوك او يتم اختبارها بشكل بشأن التكنولوجيا او السلامه او الموثوقيه حق قابل للنقاش لقاح امن,0,0,0,0,1,0,0,1,0,1,0,0,0
قدمت امازون عرضها لمساعده بايدن الإسراع توزيع لقاح كورونا اشهر السكوت التام طرح تساؤلات حول اذا كانت امازون قدمت عروضا مماثله لإداره ارامب قدمت امازون مساعدتها بمجرد ان تولي بايدن منصبه وفقا نيويورك بوست,0,0,0,0,0,1,0,1,0,0,0,2,1
اللقاح الروسي سبوتنيك يصنف المرحله اللقاحات الأكثر فاعليه ضد كورونا,0,0,0,0,0,1,0,1,1,0,0,0,1
الحمد لله تلقيت اليوم الجرعه الثانيه لقاح كورونا التنظيم والاستقبال والأداء منظما ومناسبا كانت الجرعه الأولى اتقدم بالشكر لقيادتنا الرشيده لحرصها الدائم صحه الفرد والمجتمع وأذكر اخذ الجرعه الأولى بضروره اخذ الجرعه الثانيه موعدها حفظكم الله,0,0,0,0,0,1,0,1,0,0,0,7,1
حبيت اذكركم انه احداث فيلم كانت بتدور عام والناس تحولت بسبب لقاح غلط,0,0,0,0,0,0,0,1,0,0,0,0,1
وزير الصحه التركي يؤكد ضروره تلقي الجميع لقاح كورونا اجل ضمان عوده الحياه الى طبيعتها,0,0,0,0,0,1,0,1,0,0,0,0,1
بقلم المقاومه نهج حزب الله طلب احدهم الحكومه تخصيص المبلغ لاستيراد لقاح فايزر فقط يعتبر خسا سه تعودنا عليها البعض الحكومه مشكله شركات وناس خلوقه محترمه ممكن تستجلب اللقاحات اما حصارنا وتركيعنا صعبه تحصلوا عليها بالسلم بالحرب وأملنا بالله كبير,0,0,0,0,0,0,0,1,1,0,0,0,1
تعلم ان فيلم احداثه تدور عام وفيه تحول الناس الى زومبي بسبب لقاح خاطئ,0,0,0,0,0,0,0,1,0,0,0,8,0
اللقاح الأمريكي ينجح الاختبارات السريريه ورغم ذالك تم اعتماده بشكل رسمي بسبب الوضع الحرج تمر امريكا نريد لقاح امن,0,0,0,0,0,0,0,1,0,1,0,0,-1
لأنه انتاج اياد طاهره وعقول مدهشه وقلوب نقيه ولأنهم الثقه اثق الا باللقاح الإيراني لقاح امن,0,0,0,0,0,0,0,1,0,1,0,0,1
الحصول لقاح كورونا امر اختياري السويد ومتوفر بشكل مجاني للمقيمين وبحسب احصاءات هيئه الصحه العامه السويديه فقد حصل قرابه ال الف شخص لقاح كورونا السويد المقرر ان يحصل البالغين النصف الأول عام,0,0,0,0,0,1,0,1,0,0,0,2,1
سمعت النهارده ضيف قناه مصر بيقول ان لقاح كورونا مش عارفين مدى فعاليته وانه مش مهم اوى الكل ياخده ومش عارفين هايفضل اد ايه فى الجسم وبعد اد ايه ممكن الانسان يتعدى تانى الفيرس علشان مش عارفين يوفروا يجيبوا لينا اللقاح فقرروا يقللوا اهميته ايه,0,0,0,0,0,1,0,1,0,0,0,0,1
تتوقع شركه فايزر ان تصل ايراداتها العام الى مليار لقاح كورونا طورته بالتعاون بيونتيك تجاره قديمه جديده تتطور حاليا ويكذب يقول ان العالم كله خاسر الجائحه,0,0,0,0,0,1,0,1,1,0,0,0,1
العاهل المغربي يدشن حمله التطعيم ضد كورونا بتلقيه اللقاح المضاد للفيروس,0,0,0,0,0,1,0,1,0,0,1,2,1
عطوهم وظايف المواطنين وخلوهم مدراء عليهم وباعوا الفيز واحتلونا بارضنا وبطاقه زائر تنباع البسكوت جت لقاح عادي مجرد لقاح تفرق فقط يثبتون انو ارض السعوديه ارض الله وخيرها للمسلمين وللكفار احنا للجميع ماشاءالله,0,0,0,0,0,0,0,1,0,0,0,7,0
رغم تلقيه جرعتي لقاح فايزر النائب الديموقراطي الكونغرس الأمريكي ستيفن لينش يصاب بفايروس كورونا نيوز,0,0,0,0,0,1,0,1,1,0,0,7,-1
منظمه اسرائيليه تكشف فعاليه لقاح فايزر الجرعه الثانيه,0,0,0,0,0,0,0,1,1,0,0,0,1
عاجل بايدن اعتقد انه بإمكاننا تطعيم مليون ونصف امريكي اليوم,0,0,1,0,0,0,0,0,0,0,1,0,1
والله مجرمين منثق بأي لقاح منهم نريد لقاح امن,0,0,0,0,0,0,0,1,0,1,0,0,1
السيد خامنئي يحظر استيراد لقاحات اميركيه وبريطانيه مضاده لكورونا الى ايران ردي يقول بتعليقه تغريده سابقه ان ايران طلبت لقاح فايزر,0,0,0,0,0,1,0,1,1,0,0,2,1
نائبه الرئيس الأميركي تتلقى الجرعه الثانيه لقاح كورونا العربيه,0,0,0,0,0,1,0,1,0,0,0,1,1
صور لأولى شحنات لقاح استرازينيكا وصلت اليوم الى المغرب,0,0,0,0,0,0,0,1,1,0,0,0,1
اسامه كمال موضوع متصل بيثير سؤال عندي نيويورك بوست قالت ان ارهابيين وسجناء بيواجهوا اتهامات بإرهاب وفى مقدمتهم خالد شيخ محمد المتهم بتدبير دبرأحداث هياخدوا لقاح كورونا كثير الأمريكان,0,0,0,0,0,1,0,1,0,0,0,4,0
مقارنه انواع اللقاحات الخمس الحاليه لكرونا التقنيه والسعر وطريقه الحفظ ونسبه الفعاليه العلم اننا السعوديه حاليا شغالين لقاح فايزر,0,0,0,0,0,0,0,1,1,0,0,0,1
وزير الدوله عضو مجلس الوزراء صاحب السمو الملكي الأمير تركي بن محمد بن فهد يتلقى الجرعه الأولى لقاح كورونا,0,0,0,0,0,1,1,1,0,0,0,0,1
صحيفه تايمز البريطانيه الثلاثاء الاتحاد الأوروبي اخبر شركه فايزر وشركات الأدويه الأخرى انه يجب عليهم الحصول اذن لتصدير اللقاح الى بريطانيا وسيتعين عليهم تقديم اخطار مبكر بالصادرات وهذا التدخل يعط امدادات بريطانيا لقاح فايزر,0,0,0,0,0,0,0,1,1,0,0,0,1
فايزر تعلن تزويد الصحه العالميه مليون جرعه لقاح كورونا كورونا للتفاصيل,0,0,0,0,0,1,0,1,1,0,0,0,1
ان تلقيت لقاح التطعيم وذلك بفضل الله ورحمته فعلا نفتخر بالكوادر الكويتيه تدير مقر التطعيم بامتياز الكوادر الطبيه والإداريه والأمنيه فلهم الشكر والتقدير جميعا والشكر موصول للأخ وزير الصحه,0,0,0,0,0,0,0,1,0,0,1,7,1
محاصرون وباءين الاحتلال الإسرائيلي يقرر منع ادخال لقاح كورونا الى قطاع غزه المحاصر بناء طلب عائلتي اسيرين الاحتلال قبضه فصائل المقاومه الفلسطينيه بمنع اي مواد طبيه للضغط عليهم مقابل تسليم الأسيرين,0,0,0,0,0,1,0,1,0,0,0,0,0
تعليق التسجيل بموقع منظومه حجز لقاح كورونا كورونا,0,0,0,0,0,1,0,1,0,0,0,0,0
اقرأوا المهزله تم اختيار لقاح استرازينيكا يوفر فعاليه بنسبه حكومه استراليا يعني ثلث الملقحين يحصلون اي فائده اللقاح لماذا تأخذوه اذا الفائده فرضنا انكم ستكونون ضمن الثلث المستفيد,0,0,0,0,0,0,0,1,1,0,0,7,1
متحدث صحه مكه يرد المتداول تنسيق جار لتوفير لقاح كورونا وفقا للخطه,0,0,0,0,0,1,0,1,0,0,0,2,1
صوت المملكه لقاح كورونا مدى فاعليته اجباري سيمنع الثامنه صوت المملكه,0,0,0,0,0,1,0,1,0,0,0,0,0
التحليليه دلالات فرض اميركا لعقوبات مؤسسه تقوم بانتاج لقاح لكورونا,0,0,0,0,0,1,0,1,0,0,0,0,1
دراسه مجله لانسيت الطبيه تبدد الشكوك حيال فعاليه اللقاح الروسي المضاد لكورونا,0,0,0,0,0,1,0,1,0,0,0,0,1
اللقاح لازم ينحفظ بدرجه حراره الصفر والا يفقد فعاليته شلون نضمن اللقاح امن نريد لقاح امن,0,0,0,0,0,0,0,1,0,1,0,0,1
فريده الحوسني نهدف الى تطعيم اكبر نسبه ممكنه المجتمع برق الإمارات يدا نتعافى,0,0,0,0,0,0,0,0,0,0,1,2,1
سلطات الجزائر تتعهد بتوفير كميات كافيه لقاح كورونا للمواطنين,0,0,0,0,0,1,0,1,0,0,0,2,1
كمال صنهاجي اقتناء لقاح الأفضل حاليا لأن الجانب اللوجيستيكي يكون اسهل والوتيره اسرع,0,0,0,0,0,0,0,1,0,0,0,0,1
تلقت المواطنه صبحه سالم حمدان الدرعي والتي تبلغ العمر عام الجرعه الأولى لقاح كورونا مركز القوع الصحي تديره الخدمات العلاجيه الخارجيه احدى منشآت شركه ابوظبي للخدمات الصحيه صحه,0,0,0,0,0,1,0,1,0,0,0,7,1
اعلن هشام طلعت مصطفى الرئيس التنفيذي والعضو المنتدب لمجموعه طلعت مصطفى تبرعه بتحمل تكاليف لقاح كورونا لنحو مليون مصري القادرين جاء خلال مؤتمر صحفي عقد ظهر بمقر وزاره الصحه والسكان هامش توقيع برتوكول للتعاون مجموعه طلعت مصطفى ووزاره الصحه,0,0,0,1,0,1,0,1,0,0,0,0,1
بيسمع رفض الخامنئي للقاح الاميركي والبريطاني بيفكر انو ايران عملت لقاح افلس بفايزر واكسفورد,0,0,0,0,1,0,0,1,1,0,0,7,1
الله يعز دولتنا وحكومتنا شكرا وزاره الصحه وكافه كوادرها مايقدمونه للمواطن والمقيم تعامل وتسهيلات مقرات لقاح كورونا,0,0,0,1,0,1,0,1,0,0,0,7,1
انجاز يدعو للفخر لكل سعودي وعربي فريق بحثي سعودي بقياده الدكتوره ايمان المنصور ينجح الوصول لأول لقاح سعودي ضد كورونا,0,0,0,0,0,1,0,1,0,0,0,0,1
عاجل اطباء اردنيون يسعون لإنتاج لقاح وطني ضد كورونا فيديو الأردن رؤيا الاخباري لقاح كورونا,0,0,1,0,0,1,0,1,0,0,0,0,1
لقاح كورونا السعوديه اكبر حمله تطعيم تشهدها المملكه قناه السعوديه,0,0,0,0,0,1,0,1,0,0,1,0,1
